"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009126","purine nucleoside monophosphate metabolic process","1/2","10/2428",0.00822195930053793,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009167","purine ribonucleoside monophosphate metabolic process","1/2","10/2428",0.00822195930053793,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009144","purine nucleoside triphosphate metabolic process","1/2","11/2428",0.00904228853188571,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009205","purine ribonucleoside triphosphate metabolic process","1/2","11/2428",0.00904228853188571,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0062012","regulation of small molecule metabolic process","1/2","11/2428",0.00904228853188571,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0033108","mitochondrial respiratory chain complex assembly","1/2","12/2428",0.00986227836346854,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process","1/2","12/2428",0.00986227836346854,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009161","ribonucleoside monophosphate metabolic process","1/2","13/2428",0.0106819287952871,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009199","ribonucleoside triphosphate metabolic process","1/2","13/2428",0.0106819287952871,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009123","nucleoside monophosphate metabolic process","1/2","14/2428",0.0115012398273405,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009141","nucleoside triphosphate metabolic process","1/2","14/2428",0.0115012398273405,0.0920099186187242,0.0539292585205441,"Scox",1
"GO:0009152","purine ribonucleotide biosynthetic process","1/2","19/2428",0.0155927039911379,0.108350468235045,0.0635068533913543,"Scox",1
"GO:0006164","purine nucleotide biosynthetic process","1/2","21/2428",0.0172269138583037,0.108350468235045,0.0635068533913543,"Scox",1
"GO:0072522","purine-containing compound biosynthetic process","1/2","22/2428",0.0180435096922391,0.108350468235045,0.0635068533913543,"Scox",1
"GO:0009260","ribonucleotide biosynthetic process","1/2","24/2428",0.0196756831608167,0.108350468235045,0.0635068533913543,"Scox",1
